(0.04262687666942986, 9944, '17562304')
(0.0427065792585846, 28380, '54236017')
(0.04271124876803578, 39348, '75362014')
(0.04272174312948277, 15556, '30561724')
(0.04278693975113279, 4877, '07541632')
(0.04279345459937054, 30381, '60217453')
(0.04279947200845711, 37261, '72534061')
(0.04281524564347606, 22813, '43605172')
(0.042815582618384904, 26601, '51742360')
(0.04283042556079846, 1329, '02714563')
(0.04283514320952233, 31942, '62307514')
(0.04284000527606429, 7711, '14623075')
(0.04284509199254548, 5144, '10274536')
(0.0428625184092602, 20850, '40756123')
(0.0428755160128872, 39511, '75612043')
(0.042876607169734904, 2053, '03715264')
(0.04288673246342458, 39565, '75632041')
(0.04288880245215036, 32493, '63057241')
(0.04288893082354421, 17356, '34061725')
(0.04289778844971965, 27060, '52436017')
(0.04290584375468355, 37569, '73104562')
(0.04291227837080013, 9760, '17425603')
(0.04291489393794976, 16497, '31742560')
(0.04291651462679708, 2701, '04635172')
(0.04292233947879288, 1335, '02715463')
(0.04292327017139828, 35740, '70461523')
(0.04292781130945562, 31665, '61752340')
(0.042928758048485234, 4816, '07514623')
(0.042928838280606396, 30742, '60517423')
(0.04293119710496833, 9950, '17563204')
(0.04293174268339217, 9758, '17425306')
(0.04294380959441379, 28923, '56102473')
(0.042949281425076515, 37260, '72534016')
(0.042951126763863076, 10695, '20715463')
(0.042953950934527696, 12552, '24360157')
(0.04295834765476696, 7714, '14623705')
(0.042967333652336244, 37146, '72436015')
(0.04297254874021128, 38609, '74352610')
(0.04297290176154435, 31701, '62017453')
(0.042975822210754376, 12490, '24305716')
(0.04297755522457131, 28942, '56107423')
(0.04297777987451055, 16996, '32560714')
(0.04298031520953902, 39732, '76104235')
(0.04298122985572018, 9807, '17453260')
(0.04298318751947634, 3254, '05416327')
(0.042983636819354805, 24168, '46320157')
(0.042984423094142125, 18738, '36017245')
(0.0429958481481945, 28901, '56071432')
(0.04300091881825146, 1458, '03127456')
(0.04300367880321917, 31724, '62037415')
(0.04300846063763996, 2695, '04632175')
(0.043011445272546904, 16065, '31274560')
(0.043011509458243835, 15338, '30271546')
(0.04301821686357234, 32111, '62437510')
(0.043022437073145056, 11574, '23054167')
(0.04302336776575044, 7117, '13725064')
(0.043024346597628535, 15586, '30572614')
(0.04302538961520354, 19739, '37241650')
(0.043026400539930086, 5311, '10435276')
(0.04302664123629355, 34703, '67105432')
(0.043026657282717776, 15369, '30415672')
(0.0430273472789597, 13710, '26034157')
(0.04302856680720125, 22807, '43602175')
(0.04303500142331783, 16058, '31270546')
(0.0430354025839236, 11544, '23041567')
(0.043036397462225914, 9963, '17602453')
(0.043037472572649386, 3523, '05726143')
(0.0430390932614967, 37713, '73214560')
(0.04303979930416286, 21276, '41526037')
(0.04304113115737402, 39824, '76152304')
(0.04304247905700942, 24189, '46327150')
(0.04304294440331211, 5150, '10275436')
(0.043044902067068284, 36086, '71054326')
(0.04304507857773482, 20066, '37610425')
(0.043045142763431736, 15786, '30746125')
(0.04304581671324943, 27472, '53074612')
(0.043049828319307155, 22550, '43175206')
(0.04304986041215562, 36864, '72130456')
(0.04305180202948755, 19733, '37240651')
(0.04305202667942678, 15706, '30672514')
(0.043052411793608324, 8503, '15672043')
(0.04305597409978758, 38058, '73605124')
(0.043057642927907584, 18863, '36107542')
(0.043057723160028746, 32612, '63157204')
(0.04305826873845259, 26702, '52046317')
(0.043058782224027974, 28166, '54063217')
(0.04305932780245183, 4910, '07563214')
(0.04306106081626876, 9778, '17432605')
(0.043061076862693, 17199, '32715460')
(0.043063820801236476, 15382, '30417625')
(0.04306423800826648, 4243, '06725143')
(0.04306574637214417, 38608, '74352601')
(0.043065938929234944, 8108, '15247306')
(0.043068634728505736, 24195, '46350271')
(0.043069501235414205, 17256, '32760145')
(0.04307123424923114, 5867, '12074653')
(0.04307322400583576, 31966, '62317504')
(0.04307413865201692, 2091, '03741562')
(0.043074427487653076, 13207, '25304176')
(0.04307450771977423, 11094, '21453067')
(0.043074828648258845, 39383, '75406321')
(0.04307543841237963, 12162, '23716045')
(0.04307644933710617, 22753, '43560172')
(0.04307925746134657, 9917, '17540632')
(0.04308030047892158, 15787, '30746152')
(0.04308091024304235, 34149, '65237140')
(0.04308094233589082, 39342, '75361024')
(0.04308307651031352, 6031, '12435076')
(0.04308488975625161, 19841, '37415620')
(0.04308516254546353, 31779, '62071453')
(0.04308671904861393, 9504, '17230456')
(0.04308681532715931, 28773, '54736120')
(0.04308702393067431, 609, '01724563')
(0.04308712020921969, 12511, '24315076')
(0.043089559265702786, 36969, '72304561')
(0.04309153297588319, 15368, '30415627')
(0.04309294506121551, 24814, '47256301')
(0.043093907846669346, 21938, '42370516')
(0.043094485517941664, 34128, '65230147')
(0.04309557667478937, 31383, '61435270')
(0.04309692457442476, 22756, '43560712')
(0.04309719736363669, 22702, '43507612')
(0.043097486199272846, 35117, '67430521')
(0.04310027827708902, 7498, '14352706')
(0.0431003264163617, 16479, '31725460')
(0.04310039060205862, 36584, '71562304')
(0.043100807809088634, 19613, '37140652')
(0.043102845704965954, 34885, '67243051')
(0.0431036480261775, 25051, '47536021')
(0.043104418254540575, 15216, '30172456')
(0.04310520452932788, 31970, '62340517')
(0.04310725847162944, 13296, '25370146')
(0.043107643585810984, 17010, '32567014')
(0.04310878288193137, 39430, '75426301')
(0.043108831021204067, 28404, '54263017')
(0.04310905567114331, 6547, '13057264')
(0.043110018456597156, 9925, '17543062')
(0.04311170333114139, 39559, '75631042')
(0.043112601930898324, 31491, '61530472')
(0.04311433494471525, 34029, '65137240')
(0.0431146719196241, 38236, '74051623')
(0.04311561865865372, 28906, '56072413')
(0.043116372840592575, 28496, '54321607')
(0.04311704679041027, 22873, '43650172')
(0.04311746399744027, 26984, '52371406')
(0.043117881204470285, 2970, '05167234')
(0.04311839469004567, 34761, '67142350')
(0.04311908468628759, 30586, '60372514')
(0.043119100732711815, 15801, '30752461')
(0.04311921305768144, 28385, '54236710')
(0.04312040049307452, 16306, '31572604')
(0.04312099421077107, 28490, '54320617')
(0.04312314443161801, 26505, '51672340')
(0.04312388256713262, 27937, '53670142')
(0.04312389861355686, 824, '02174536')
(0.04312473302761686, 8563, '15726043')
(0.04312524651319224, 7351, '14235076')
(0.043125374884586086, 11210, '21540637')
(0.04312567976664648, 4840, '07524613')
(0.04312781394106918, 2047, '03714265')
(0.04312914579428035, 38850, '74635012')
(0.04312938649064381, 28145, '54036721')
(0.043129466722764964, 39543, '75623140')
(0.04313065415815805, 36470, '71463205')
(0.04313309321464114, 13488, '25630147')
(0.04313583715318463, 31947, '62310574')
(0.04313655924227501, 24088, '46253701')
(0.043137233192092714, 13734, '26043157')
(0.04313822807039502, 31306, '61372504')
(0.04313875760239465, 32226, '62537014')
(0.04313888597378849, 27973, '53704162')
(0.04313928713439425, 19492, '37041625')
(0.043139672248575796, 39405, '75416230')
(0.043139832712818106, 37180, '72460513')
(0.04314042643051465, 31151, '61247530')
(0.04314089177681734, 38082, '73615024')
(0.043142496419240436, 25982, '51046327')
(0.04314257665136158, 8657, '16025743')
(0.043142576651361585, 29021, '56170432')
(0.0431431061833612, 15700, '30671524')
(0.043144036875966595, 6589, '13075264')
(0.043144165247360436, 16323, '31602574')
(0.043150599863477024, 4696, '07415623')
(0.04315199590238512, 37130, '72430516')
(0.04315242915583935, 20855, '40756321')
(0.04315366473050512, 28771, '54736021')
(0.04315435472674705, 28280, '54162307')
(0.04315459542311051, 2650, '04613725')
(0.04315475588735281, 23024, '43761205')
(0.043154980537292054, 37216, '72504613')
(0.04315626425123052, 13298, '25370416')
(0.04315680982965437, 32024, '62371405')
(0.04315815772928976, 38954, '75041326')
(0.04315958586104631, 30380, '60217435')
(0.043161046085651314, 6034, '12435706')
(0.04316247421740787, 21996, '42516037')
(0.04316362955995249, 16222, '31507624')
(0.04316377397777057, 21440, '41652307')
(0.0431652983880725, 30148, '57610423')
(0.04316603652358712, 30975, '61025473')
(0.04316622908067789, 18816, '36071245')
(0.043166886984071354, 37332, '72604135')
(0.0431674807017679, 25151, '47625310')
(0.043168122558737136, 30464, '60273415')
(0.0431683632551006, 28900, '56071423')
(0.04316847558007021, 31382, '61435207')
(0.04316850767291868, 39734, '76104325')
(0.04316940627267561, 16942, '32507614')
(0.04316983952612984, 13781, '26071543')
(0.04317004812964483, 7495, '14352076')
(0.04317065789376561, 21906, '42357016')
(0.04317109114721984, 34147, '65237041')
(0.04317198974697678, 30500, '60317425')
(0.04317267974321871, 28405, '54263071')
(0.04317340183230909, 22762, '43561702')
(0.04317641856006449, 5715, '10752463')
(0.04317670739570064, 39882, '76215034')
(0.043177140649154885, 36382, '71406523')
(0.04317762204188181, 11555, '23045761')
(0.043177718320427196, 11628, '23075146')
(0.04317773436685142, 30502, '60317524')
(0.04317924273072913, 20016, '37560124')
(0.0431793871485472, 9131, '16503742')
(0.04317954761278951, 30863, '60715432')
(0.04318046225897067, 39541, '75623041')
(0.043180879466000674, 12727, '24603175')
(0.04318153736939415, 15876, '31046257')
(0.043182837129756846, 6533, '13052764')
(0.043183061779696066, 19864, '37425601')
(0.04318312596539299, 6965, '13602754')
(0.04318314201181723, 26978, '52370416')
(0.04318330247605954, 5098, '10254736')
(0.04318466642211916, 33424, '64235701')
(0.043184698514967625, 18842, '36102547')
(0.04318532432551263, 39081, '75142360')
(0.043185452696906476, 32428, '63021745')
(0.04318562920757302, 31130, '61240537')
(0.043187314082117255, 22759, '43561072')
(0.043188453378237644, 7284, '14065237')
(0.04318879035314649, 14544, '27130456')
(0.04318922360660073, 21573, '41756230')
(0.04318930383872189, 22146, '42637015')
(0.04318952848866111, 11572, '23051746')
(0.043189624767206496, 31940, '62307415')
(0.04318970499932766, 4406, '07154326')
(0.04319013825278189, 22770, '43567012')
(0.0431946152051423, 4329, '07124563')
(0.04319512869071769, 31933, '62305174')
(0.04319671728671655, 12493, '24306175')
(0.04319700612235271, 4896, '07561234')
(0.04319803309350347, 994, '02435716')
(0.0431980972792004, 22822, '43607512')
(0.043198530532654635, 25702, '50617423')
(0.043199300761017724, 15501, '30517462')
(0.04320071284635003, 34683, '67102453')
(0.043201130053380034, 22399, '43062175')
(0.04320113005338004, 31641, '61742350')
(0.043201659585379644, 38602, '74351602')
(0.0432019002817431, 32110, '62437501')
(0.043203023531439275, 10689, '20714563')
(0.04320340864562082, 28912, '56073412')
(0.04320535026295275, 10184, '20174536')
(0.04320579956283122, 20024, '37561204')
(0.04320602421277046, 31773, '62057341')
(0.04320652165192161, 22355, '43025761')
(0.04320748443737547, 2942, '05146327')
(0.04320750048379969, 30195, '57630241')
(0.043207709087314694, 34697, '67104532')
(0.04320809420149624, 14902, '27506413')
(0.04320888047628354, 12299, '24053761')
(0.04320888047628354, 39679, '76042153')
(0.04321058139725203, 15720, '30712456')
(0.04321098255785778, 39876, '76214035')
(0.04321101465070626, 9880, '17524603')
(0.04321234650391741, 3255, '05416372')
(0.04321241068961434, 24187, '46327051')
(0.04321253906100818, 32563, '63127054')
(0.04321459300330973, 6025, '12430576')
(0.043215010210339744, 12029, '23610754')
(0.043215571835187816, 16521, '31752460')
(0.04321557183518782, 3967, '06413275')
(0.04321671113130821, 5868, '12075346')
(0.04321759368464091, 30669, '60437251')
(0.04321913414136708, 5334, '10453267')
(0.043219695766215156, 17262, '32761045')
(0.04322014506609362, 21944, '42371506')
(0.04322046599457823, 3586, '05762413')
(0.04322553666463519, 29020, '56170423')
(0.04322629084657404, 4888, '07543612')
(0.043227109214209816, 34827, '67210453')
(0.04322730177130059, 34952, '67312405')
(0.04322759060693674, 36087, '71054362')
(0.043227686885482126, 21912, '42360157')
(0.04322795967469405, 2671, '04623175')
(0.04322905083154175, 6112, '12475603')
(0.043229147110087136, 31203, '61302574')
(0.043229708734935215, 10490, '20541637')
(0.04322978896705637, 31824, '62130457')
(0.04323055919541945, 12540, '24356017')
(0.04323132942378253, 16473, '31724560')
(0.04323136151663099, 15852, '31026457')
(0.04323381661953831, 12430, '24157603')
(0.0432345868479014, 38466, '74236015')
(0.04323553358693103, 3463, '05672143')
(0.04323574219044602, 16503, '31745260')
(0.04323745915783872, 31304, '61372405')
(0.04323750729711141, 12491, '24305761')
(0.043238261479050265, 28287, '54163270')
(0.04323843798971681, 1879, '03562174')
(0.04324081286050298, 11353, '21650374')
(0.04324097332474529, 18748, '36021745')
(0.0432412942532299, 2457, '04352671')
(0.04324313959201644, 31095, '61205473')
(0.04324315563844068, 5612, '10657324')
(0.04324315563844068, 30843, '60712453')
(0.04324317168486491, 34922, '67301425')
(0.04324421470243993, 21321, '41562370')
(0.043244824466560694, 22001, '42516730')
(0.043244872605833394, 2314, '04235716')
(0.043245289812863394, 20637, '40576231')
(0.04324687840886225, 15735, '30715462')
(0.043247167244498404, 12769, '24630175')
(0.04324825840134611, 22129, '42630175')
(0.043248354679891486, 29086, '56217403')
(0.04324915700110303, 27951, '53672140')
(0.04324931746534534, 11044, '21403756')
(0.043249782811648034, 5818, '12054736')
(0.04325307232861536, 21441, '41652370')
(0.04325339325709998, 16718, '32146507')
(0.04325425976400844, 11618, '23071546')
(0.04325438813540229, 2077, '03725164')
(0.04325467697103845, 28497, '54321670')
(0.04325580022073461, 36368, '71403526')
(0.04325586440643153, 32091, '62430571')
(0.043256040917098074, 25053, '47536120')
(0.04325612114921923, 39567, '75632140')
(0.04325644207770385, 16245, '31527460')
(0.043258383695035776, 16342, '31607524')
(0.04325841578788424, 8182, '15307624')
(0.043258528112853856, 32307, '62710453')
(0.043258656484247704, 4549, '07264153')
(0.043260196940973876, 6044, '12437506')
(0.043260854844367334, 15936, '31072456')
(0.04326140042279119, 19979, '37521640')
(0.04326146460848811, 5649, '10724563')
(0.043261753444124265, 22892, '43657102')
(0.043261817629821196, 17962, '34751602')
(0.04326188181551811, 18821, '36071542')
(0.043263117390183896, 9936, '17560234')
(0.043264673893334285, 28407, '54263170')
(0.04326529970387928, 16515, '31750462')
(0.043265412028848906, 7378, '14253706')
(0.04326547621454583, 19344, '36710245')
(0.043265957607272754, 28281, '54162370')
(0.043266069932242364, 32097, '62431570')
(0.04326623039648468, 21257, '41506732')
